"pilot_site","subsite","date","person_sampling","gas_analyzer","logger_floating_chamber","logger_transparent_chamber","plot_id","chamber_type","strata","longitude","latitude","water_depth","transparent_dark","start_time","initial_co2","initial_ch4","end_time","final_co2","final_ch4","chamber_height_cm","comments","unix_start","unix_stop","unix_start_corrected","unix_stop_corrected","timestamp_start","timestamp_stop","start_time_corrected","end_time_corrected","LM.flux_co2","LM.C0_co2","LM.Ct_co2","LM.slope_co2","LM.se_co2","LM.se.rel_co2","LM.MAE_co2","LM.RMSE_co2","LM.r2_co2","LM.p.val_co2","LM.flux_ch4","LM.C0_ch4","LM.Ct_ch4","LM.slope_ch4","LM.se_ch4","LM.se.rel_ch4","LM.MAE_ch4","LM.RMSE_ch4","LM.r2_ch4","LM.p.val_ch4"
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,4,"tube","vegetated",-0.26393,39.62471,6,"transparent","09:36:00",411.94,1.98,"09:44:00",374.58,2,54,"Phragmites",1699522443.08,1699522940.11,1699522443.08,1699522940.11,2023-11-09 09:34:03.08,2023-11-09 09:42:20.11,"09:34:03","09:42:20",-27.1346460053787,415.560689587164,381.76656777858,-0.0679928007687736,0.363135389795506,-1.33827207373011,2.18283645026234,2.84911256375041,0.921281410126793,4.26653512259179e-265,0.025783024681026,2.01303580513027,2.04514658617719,6.46059675886643e-05,0.000910114906790203,3.52989968419014,0.00268630458912877,0.00714064199816138,0.62692283316858,3.42497568493426e-104
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,4,"tube","vegetated",-0.26393,39.62471,6,"dark","09:46:00",375.12,2,"09:54:00",380.52,2.02,54,"Phragmites",1699523042.15,1699523521.58,1699523042.15,1699523521.58,2023-11-09 09:44:02.15,2023-11-09 09:52:01.58,"09:44:02","09:52:01",2.42636206623526,383.474242146062,386.392309768469,0.00610037927332512,0.119202489068289,4.91280714972782,0.563481205279799,0.87747962324144,0.47765257525393,8.24980628024229e-66,0.0142970232464973,2.04768094161849,2.06487527597319,3.59456923172664e-05,0.000317265459975521,2.21910151858534,0.00175350285630273,0.00233547116727868,0.817866746859818,4.15736338528871e-169
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,4,"tube","bare",-0.26393,39.62471,6,"transparent","09:56:00",410.87,1.97,"10:01:00",411.34,2.1,54,"After vegetation was cut",1699523642.1,1699523952.83,1699523642.1,1699523952.83,2023-11-09 09:54:02.1,2023-11-09 09:59:12.83,"09:54:02","09:59:12",-0.0161083923413504,419.312483768609,419.299984940056,-4.03647655241368e-05,0.157502806200778,-977.768624349101,0.436562116717257,0.602460827426653,-0.0034238902417254,0.918610368132904,0.0203163998696151,2.00540243860891,2.02116634560898,5.09092837853531e-05,0.000666449267339574,3.28035120206659,0.00180521567719994,0.00254922173594455,0.761964803260615,2.73734246493032e-92
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,4,"tube","bare",-0.26393,39.62471,6,"dark","10:02:00",410.29,1.98,"10:07:00",409.57,2,54,"After vegetation was cut",1699524015.74,1699524318.26,1699524015.74,1699524318.26,2023-11-09 10:00:15.74,2023-11-09 10:05:18.26,"10:00:15","10:05:18",-1.11997039629546,419.338305888717,418.479770089942,-0.00283795662189777,0.184395442748452,-16.4643139995825,0.490996011001471,0.686593787168008,0.112901652171273,4.04724018657464e-09,0.0220943043470142,2.02437241630754,2.04130924900748,5.5986013143951e-05,0.000548188341699516,2.48112967527579,0.00165461615010032,0.0020411714302629,0.852001931123486,8.23748261590775e-119
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,5,"tube","vegetated",-0.26394,39.62471,4,"transparent","10:10:00",411.82,1.97,"10:15:00",363.64,1.97,96,"Phragmites",1699524462.59,1699524785.5,1699524462.59,1699524785.5,2023-11-09 10:07:42.59,2023-11-09 10:13:05.5,"10:07:42","10:13:05",-67.6557730974687,419.059887540881,364.214152928023,-0.170405632980347,0.448666948084115,-0.663161364570825,1.24221399763541,1.80063796802046,0.987277733286095,5.26342914449646e-279,0.00258084648240859,2.02078932921432,2.02288151462246,6.50041760407275e-06,0.00582176831978179,225.57592477754,0.0113317620713884,0.0233645404957543,-0.00274978115050506,0.657869996625756
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,5,"tube","vegetated",-0.26394,39.62471,4,"dark","10:16:00",347.09,1.98,"10:22:00",355.74,1.99,96,"Phragmites",1699524857.9,1699525195.85,1699524857.9,1699525195.85,2023-11-09 10:14:17.9,2023-11-09 10:19:55.85,"10:14:17","10:19:55",9.62406628742329,356.553250228745,364.804011611335,0.0244145094149033,0.265089145539676,2.75444014642848,0.696899289747899,1.15452507400448,0.809471638678669,1.73373856006511e-113,-0.00726926770104091,2.03770071959876,2.03146873912021,-1.84408127943217e-05,0.00490199259612659,-67.434476177355,0.0088656999954966,0.0213493213888133,0.00385301508905922,0.139114582502917
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,6,"tube","vegetated",-0.26399,39.62451,0,"transparent","10:30:00",413.53,1.98,"10:35:00",369.39,1.99,13,"The gas trapped was got two minutes late// Phragmites",1699525669.6,1699525993.59,1699525669.6,1699525993.59,2023-11-09 10:27:49.6,2023-11-09 10:33:13.59,"10:27:49","10:33:13",-53.2374482351815,420.434233712306,377.248672891029,-0.133294527581877,0.418657263951698,-0.786396188829786,1.29192887815957,1.70321666970615,0.981665041720742,1.18335726665316e-263,0.0290594927880946,2.0168616356848,2.040434337511,7.27583964176232e-05,0.00170965132832149,5.88328000350343,0.0037824782738661,0.00695534723152058,0.488056570880027,6.86984537215555e-46
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,6,"tube","vegetated",-0.26399,39.62451,0,"dark","10:39:00",354.94,2,"10:44:00",392.43,2.1,13,"Phragmites",1699526205.99,1699526561.21,1699526205.99,1699526561.21,2023-11-09 10:36:45.99,2023-11-09 10:42:41.21,"10:36:45","10:42:41",43.6244318673599,364.117802907611,403.47891247856,0.111166650877187,0.154755632735271,0.354745325293417,0.602352556544985,0.723541032591667,0.99595163558655,0,0.0214675306080967,2.05666911787901,2.07603867269756,5.47049755871135e-05,0.000425135344755073,1.98036445139493,0.00156609752775213,0.00198766830582182,0.887527823550578,4.72911520009255e-155
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,6,"tube","bare",-0.26399,39.62451,0,"transparent","10:46:00",415.29,1.97,"10:52:00",425.11,1.99,13,"After vegetation was cut",1699526681.29,1699526985.13,1699526681.29,1699526985.13,2023-11-09 10:44:41.29,2023-11-09 10:49:45.13,"10:44:41","10:49:45",18.3025904441716,421.533602192305,435.465977710696,0.0458547692456443,0.13163983743555,0.719241562209953,0.375850575496062,0.477435303964952,0.986073437723057,1.07967516056012e-254,0.0367007376884241,2.0072210878851,2.03515857907449,9.1948943674447e-05,0.000525613488884356,1.432160555863,0.00148032069346205,0.00190631073937968,0.946964247766677,1.04846846267692e-175
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,7,"tube","bare",-0.26395,39.62446,0,"dark","10:57:00",414.5,1.98,"11:03:00",420.56,1.97,15,"Wet sediment and a lot of biofilm",1699527295.59,1699527661.25,1699527295.59,1699527661.25,2023-11-09 10:54:55.59,2023-11-09 11:01:01.25,"10:54:55","11:01:01",9.18790492648592,421.982785729964,430.311347476049,0.0228395028271802,0.0769657202865677,0.837685205739331,0.291579146385544,0.36985687604994,0.976829905048787,8.24819298614089e-278,0.0029396647675156,2.00527999838609,2.00794471680938,7.3074854720241e-06,0.000366300226114016,12.4606121814219,0.0013505518513746,0.00176024672831602,0.157958189240565,1.70045548891075e-14
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,8,"tube","bare",-0.26441,39.62466,0,"transparent","11:12:00",473.87,1.97,"11:17:00",379.13,2.01,13,NA,1699528200.41,1699528503.68,1699528200.41,1699528503.68,2023-11-09 11:10:00.41,2023-11-09 11:15:03.68,"11:10:00","11:15:03",-39.8953261488623,421.201503513674,390.625989671968,-0.100820777266283,0.228063505685189,-0.571654696678529,0.635474807895304,0.839601603825011,0.991028856311747,9.10481551200447e-285,0.00244349065448996,2.00685314138697,2.00872581644795,6.17502476629338e-06,0.000580429881354262,23.7541273295935,0.00169510579342025,0.00213681648814823,0.0569325775186662,3.46193043017683e-05
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,8,"tube","bare",-0.26441,39.62466,0,"dark","11:18:00",375.56,1.95,"11:25:00",363.12,1.96,13,NA,1699528571.97,1699528997.55,1699528571.97,1699528997.55,2023-11-09 11:16:11.97,2023-11-09 11:23:17.55,"11:16:11","11:23:17",-9.45565952775578,386.280932800333,375.951946969991,-0.0243291418601921,0.151860682168676,-1.60602950775575,0.749335617339944,0.955959735261472,0.906242137559878,6.40489958901598e-208,0.0046825663151339,2.01138042713573,2.01649547606242,1.20481093694464e-05,0.000325975142618137,6.96146345145387,0.00159577023355283,0.00205200652722559,0.338662902140623,5.01569397596845e-38
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,9,"tube","vegetated",-0.26442,39.6247,0,"transparent","11:30:00",407.62,1.95,"11:35:00",343.04,1.94,62,"Salicornia",1699529287.4,1699529590.45,1699529287.4,1699529590.45,2023-11-09 11:28:07.4,2023-11-09 11:33:10.45,"11:28:07","11:33:10",-227.630775880924,416.037003997357,240.438479285454,-0.58144436743171,1.76637190689338,-0.775981147565648,5.49399348348261,6.44766700670571,0.984001182777502,8.37911751869001e-244,0.00166833919207551,2.0043987381396,2.0056857253658,4.26149066374625e-06,0.000509690622399219,30.5507791712988,0.00154224871006267,0.00186048894734211,0.0347286511000655,0.00120231698872192
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,9,"tube","vegetated",-0.26442,39.6247,0,"dark","11:37:00",247.78,1.95,"11:42:00",314.26,1.95,62,"Salicornia",1699529705.37,1699530018.08,1699529705.37,1699530018.08,2023-11-09 11:35:05.37,2023-11-09 11:40:18.08,"11:35:05","11:40:18",86.7845521956124,256.027670489438,325.560035025057,0.222356988723228,0.155457412083736,0.179130280851521,0.455410226237595,0.610092071458891,0.999079928587566,0,0.00098012403010964,2.00567090736045,2.00645618929863,2.51124678755297e-06,0.000655300509807962,66.8589372035555,0.00159620004391838,0.00257172456493398,0.00429187557832955,0.135838027648593
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,10,"tube","bare",-0.26461,39.62478,0,"dark","11:47:00",418.78,1.97,"11:54:00",426.1,1.96,11,NA,1699530334.09,1699530723.3,1699530334.09,1699530723.3,2023-11-09 11:45:34.09,2023-11-09 11:52:03.3,"11:45:34","11:52:03",15.3971192959964,421.413932839131,436.578404635247,0.0389622845098796,0.186689514393482,1.21249638198247,0.406822094678122,1.00518184252402,0.949727963198025,2.02513237963096e-235,0.00647361341952012,2.00051423249222,2.00689003086282,1.63814258374878e-05,0.00294703057087139,45.5237342715755,0.00260992857917878,0.0158675307974691,0.0105141097431265,0.028683740088398
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,11,"tube","vegetated",-0.26464,39.62486,0,"transparent","11:56:00",412.75,1.96,"12:01:00",241.02,2.02,62,"Salicornia",1699530877,1699531129.38,1699530877,1699531129.38,2023-11-09 11:54:37,2023-11-09 11:58:49.38,"11:54:37","11:58:49",-279.140498507739,409.823587611639,232.296839032784,-0.703424461927113,2.96157973511405,-1.06096383396404,6.97386245352904,8.24982297000022,0.974760779827491,3.53220599576958e-185,0.115488493752876,2.0186091715087,2.0920571194196,0.000291027034812856,0.00278559632244515,2.41201199524327,0.0060982209859305,0.00775960081492494,0.88192183487866,1.97333531503049e-108
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,11,"tube","vegetated",-0.26464,39.62486,0,"dark","12:03:00",406.97,1.98,"12:08:00",471.24,2.21,62,"Salicornia",1699531277.19,1699531550.35,1699531277.19,1699531550.35,2023-11-09 12:01:17.19,2023-11-09 12:05:50.35,"12:01:17","12:05:50",97.2883527513351,419.027656039219,486.690764061296,0.248661779030241,0.305939188242172,0.314466407941082,0.743165187312097,0.973512287041395,0.997514164272794,0,0.312856988164003,2.05643137478148,2.27402038299205,0.000799639145476606,0.00645346253751544,2.06275160270112,0.0181879655370056,0.0205352086809474,0.90312190070351,1.89723040479406e-129
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,12,"tube","bare",-0.26482,39.62537,0,"dark","12:49:00",413.2,1.96,"12:55:00",442.43,1.96,14,"Dry sediment",1699534054.08,1699534393.2,1699534054.08,1699534393.2,2023-11-09 12:47:34.08,2023-11-09 12:53:13.2,"12:47:34","12:53:13",36.9200238590367,420.920770522107,452.741839660185,0.0941192782582946,0.178842894916071,0.484406227901981,0.632659966711549,0.780879587178253,0.992708852916107,0,0.00183063655897576,1.99692946985419,1.99850728065768,4.66679524211289e-06,0.00028920973846295,15.7983154572616,0.00100612816211027,0.00126277301250833,0.110962720039147,8.53055471651335e-10
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,13,"tube","vegetated",-0.26454,39.62533,0,"transparent","12:59:00",414.05,1.97,"13:04:00",461.19,1.94,63,"Phragmites, dry sediment",1699534623.26,1699534922.85,1699534623.26,1699534922.85,2023-11-09 12:57:03.26,2023-11-09 13:02:02.85,"12:57:03","13:02:02",-56.5154541234354,412.467994551889,369.238985324793,-0.144810128621419,1.2153226405269,-2.15042532945505,2.22676245960931,4.42272616441663,0.888590877353258,6.74157337798351e-131,0.00827694527987106,1.99437667251251,2.00070775751263,2.12081019105455e-05,0.00176684558728849,21.3465901675747,0.00219393454216482,0.00642979398787224,0.0717441525614307,4.45053930134976e-06
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,13,"tube","vegetated",-0.26454,39.62533,0,"dark","13:06:00",364.28,1.94,"13:11:00",378.2,1.94,63,"Phragmites, dry sediment",1699535028.91,1699535329.74,1699535028.91,1699535329.74,2023-11-09 13:03:48.91,2023-11-09 13:08:49.74,"13:03:48","13:08:49",13.2028665939723,375.228006176115,385.559945802721,0.0344654180551412,0.142931044117419,1.08257584139094,0.337818695372366,0.532332737296167,0.968883573250467,5.84245555785617e-208,0.00296473005610973,1.99637703341249,1.99869709108564,7.73927844208575e-06,0.00119180054633923,40.1992938238396,0.00161891667621671,0.00443874492809722,0.0185831040426092,0.0134577836674344
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,14,"tube","bare",-0.26458,39.62531,0,"dark","13:13:00",411.96,1.96,"13:17:00",421.27,1.96,14,"Dry sediment",1699535439.16,1699535730.01,1699535439.16,1699535730.01,2023-11-09 13:10:39.16,2023-11-09 13:15:30.01,"13:10:39","13:15:30",11.7872416653237,420.161583484108,428.971266628484,0.0302897507895903,0.190139189911372,1.61309316725671,0.340082526156421,0.667921577786543,0.935705332484273,5.80874507198042e-159,0.00169618715508319,1.99640723211159,1.99767494781761,4.35870305188682e-06,0.00036943293455061,21.7801988090454,0.00103966049721049,0.00129774523940263,0.070685221745439,6.83175157612093e-06
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,15,"tube","vegetated",-0.2642,39.62504,0,"transparent","13:22:00",424.56,1.96,"13:27:00",422.27,1.96,63,"Phragmites, dry sediment",1699536026.55,1699536331.38,1699536026.55,1699536331.38,2023-11-09 13:20:26.55,2023-11-09 13:25:31.38,"13:20:26","13:25:31",0.851350121881798,427.718846748323,428.3841424013,0.00219030259777746,2.04066594196537,239.697615530347,2.2461937668937,7.5234322118501,-0.00306846289434537,0.676870508231179,-0.00234497387990486,1.99993111639503,1.99809861424515,-6.03300833448287e-06,0.00082781285470026,-35.3015810450667,0.00153306736480599,0.00305194190208189,0.0253565539040017,0.00496435208442966
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,15,"tube","vegetated",-0.2642,39.62504,0,"dark","13:30:00",426.13,1.96,"13:35:00",437.97,1.96,63,"Phragmites, dry sediment",1699536469.73,1699536815.55,1699536469.73,1699536815.55,2023-11-09 13:27:49.73,2023-11-09 13:33:35.55,"13:27:49","13:33:35",12.1633318291948,435.830701247772,446.674572054916,0.0313571613165542,0.0878698566109011,0.722416011047183,0.324693743704276,0.398880441440564,0.983977250524511,1.89887151576715e-281,-0.000160463675765839,1.99939039702318,1.99924734021985,-4.13676567990974e-07,0.000305341786245557,-190.287169222731,0.00109049554376161,0.00138608245404566,-0.00232535352202445,0.599595185022653
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,15,"tube","bare",-0.2642,39.62504,0,"dark","13:41:00",417.17,1.96,"13:46:00",425.18,1.96,63,"After vegetation was cut",1699537143.67,1699537452.23,1699537143.67,1699537452.23,2023-11-09 13:39:03.67,2023-11-09 13:44:12.23,"13:39:03","13:44:12",11.3620026163229,424.171213762169,433.072854625185,0.0289490845714587,0.131682395534652,1.15897170579309,0.377505756357436,0.489633189199529,0.96524816173381,5.00799150503175e-197,-0.000525163805098946,1.99638130839019,1.99596986511341,-1.33805737606832e-06,0.000535093238000841,-101.890730626423,0.00113919475376802,0.00198963124552597,-0.000137214956660969,0.327262525931776
"VA","S1-VA-P2",2023-11-09,"CM, FM, MP","Picarro",20397898,10257417,16,"tube","open water",-0.26413,39.62491,4,"transparent","13:56:00",423.1,1.97,"14:01:00",408.1,2.05,11,"A lot of biofilm",1699538031.68,1699538326.52,1699538031.68,1699538326.52,2023-11-09 13:53:51.68,2023-11-09 13:58:46.52,"13:53:51","13:58:46",-6.31466377802097,419.859066035483,415.135235700901,-0.016021728247605,0.708216068802552,-11.2154200714152,0.936538573841925,2.5222763626798,0.224607304755608,7.42703187117047e-17,0.171054644047575,2.00340510443202,2.13136648841504,0.000434004266697468,0.00823262563665789,4.81286297866789,0.00977601841648976,0.0293200874151912,0.613801063458055,6.21004180947796e-58
